CAS,chemicalName,label,MRF,molecularWeight,overloadMass_1,E,S,A,L,combustionEnthalpy,numBenzene,numCarbon,numHydrogen,numOxygen,numNitrogen,numSulfur,numFluorine,numChlorine,numBromine,numIodine,numSilicon
13551-89-8,fluoromisonidazole,,,,,0.92,1.85,0.37,6.34,11.06,,,,,,,,,,,
112-53-8,Dodecan-1-ol,,,,,0.18,0.42,0.37,6.62,11.06,,,,,,,,,,,
122-42-9,Propham,,,,,0.9,1.25,0.37,6.63,11.06,,,,,,,,,,,
2198-53-0,2.6-Dimethylacetanilide,,,,,0.85,1.56,0.37,6.64,11.06,,,,,,,,,,,
443-48-1,Metronidazole,,,,,1.12,1.79,0.37,6.67,11.06,,,,,,,,,,,
112-70-9,Tridecan-1-ol,,,,,0.17,0.42,0.37,7.137,11.06,,,,,,,,,,,
21987-21-3,iso-Myristyl alcohol,,,,,0.16,0.39,0.37,7.48,11.06,,,,,,,,,,,
65113-99-7,Sandalore,,,,,0.55,0.87,0.37,7.63,11.06,,,,,,,,,,,
112-72-1,Tetradecan-1-ol,,,,,0.16,0.42,0.37,7.636,11.06,,,,,,,,,,,
198404-98-7,Javanol,,,,,0.82,0.96,0.37,8.059,11.06,,,,,,,,,,,
629-76-5,1-pentadecanol,,,,,0.16,0.42,0.37,8.146,11.06,,,,,,,,,,,
36653-82-4,1-hexadecanol,,,,,0.15,0.42,0.37,8.654,11.06,,,,,,,,,,,
61422-45-5,1-Hexylaminocarbonyl-5-fluorouracil,,,,,1.13,1.85,0.37,8.86,11.06,,,,,,,,,,,
1454-85-9,Heptadecan-1-ol,,,,,0.15,0.42,0.37,9.164,11.06,,,,,,,,,,,
27458-93-1,iso-Stearyl alcohol,,,,,0.14,0.39,0.37,9.5,11.06,,,,,,,,,,,
112-92-5,1-octadecanol,,,,,0.15,0.42,0.37,9.662,11.06,,,,,,,,,,,
6665-69-6,3.5-Dihydroxyflavone,,,,,2.09,2.07,0.37,10.13,11.06,,,,,,,,,,,
1454-84-8,Nonadecan-1-ol,,,,,0.14,0.42,0.37,10.163,11.06,,,,,,,,,,,
629-96-9,Eicosan-1-ol,,,,,0.14,0.42,0.37,10.667,11.06,,,,,,,,,,,
15594-90-8,Heneicosan-1-ol,,,,,0.14,0.42,0.37,11.17,11.06,,,,,,,,,,,
56-54-2,Quinidine,,,,,2.47,1.23,0.37,12.63,11.06,,,,,,,,,,,
130-95-0,Quinine,,,,,2.47,1.23,0.37,12.63,11.06,,,,,,,,,,,
127-00-4,1-Chloropropan-2-ol,,,,,0.38,0.75,0.36,2.654,11.06,,,,,,,,,,,
87-65-0,2.6-Dichlorophenol,,,,,0.9,0.86,0.36,4.777,11.06,,,,,,,,,,,
646-19-5,1.7-Diaminoheptane,,,,,0.41,0.66,0.36,4.917,11.06,,,,,,,,,,,
2416-94-6,2.3.6-Trimethylphenol,,,,,0.86,0.78,0.36,5.27,11.06,,,,,,,,,,,
101-99-5,N-Phenylurethane,,,,,0.94,1.34,0.36,6.26,11.06,,,,,,,,,,,
3060-89-7,3(4-Bromophenyl)-1-methyl-1-methoxyurea,,,,,1.39,1.62,0.36,7.99,11.06,,,,,,,,,,,
84490-12-0,Piroximone,,,,,1.57,2.1,0.36,8.94,11.06,,,,,,,,,,,
37065-29-5,Miloxacin,,,,,2,1.81,0.36,9.29,11.06,,,,,,,,,,,
59-63-2,Isocarboxazid,,,,,1.61,2.1,0.36,9.38,11.06,,,,,,,,,,,
57-27-2,morphine,,,,,2.12,1.16,0.36,10.15,11.06,,,,,,,,,,,
50-35-1,Thalidomide,,,,,1.92,2.81,0.36,10.463,11.06,,,,,,,,,,,
13291-46-8,(2.5-dihydroxyphenyl)diphenylphosphine oxide,,,,,2.33,2.18,0.36,11.64,11.06,,,,,,,,,,,
88150-42-9,Amlodipine,,,,,1.6,1.72,0.36,13.44,11.06,,,,,,,,,,,
627-39-4,Propanal oxime,,,,,0.37,0.52,0.35,2.498,11.06,,,,,,,,,,,
764-01-2,But-2-yn-1-ol,,,,,0.44,0.57,0.35,2.5,11.06,,,,,,,,,,,
6117-91-5,Crotyl alcohol,,,,,0.35,0.52,0.35,2.618,11.06,,,,,,,,,,,
616-25-1,Pent-1-en-3-ol,,,,,0.29,0.39,0.35,2.786,11.06,,,,,,,,,,,
151-00-8,Isobutanal oxime,,,,,0.37,0.59,0.35,2.992,11.06,,,,,,,,,,,
6261-22-9,Pent-2-yn-1-ol,,,,,0.42,0.57,0.35,3.011,11.06,,,,,,,,,,,
1576-96-1,trans-Pent-2-en-1-ol,,,,,0.34,0.52,0.35,3.059,11.06,,,,,,,,,,,
110-69-0,Butanal oxime,,,,,0.36,0.58,0.35,3.149,11.06,,,,,,,,,,,
96-29-7,Butanone oxime,,,,,0.38,0.71,0.35,3.173,11.06,,,,,,,,,,,
4798-44-1,1-hexen-3-ol,,,,,0.27,0.39,0.35,3.246,11.06,,,,,,,,,,,
19686-73-8,1-Bromopropan-2-ol,,,,,0.53,0.9,0.35,3.38,11.06,,,,,,,,,,,
2517-43-3,3-Methoxybutan-1-ol,,,,,0.23,0.66,0.35,3.398,11.06,,,,,,,,,,,
1569-01-3,1-Propoxypropan-2-ol,,,,,0.21,0.57,0.35,3.495,11.06,,,,,,,,,,,
928-94-9,cis-Hex-2-en-1-ol,,,,,0.34,0.52,0.35,3.605,11.06,,,,,,,,,,,
928-95-0,trans-Hex-2-ene-1-ol,,,,,0.33,0.52,0.35,3.605,11.06,,,,,,,,,,,
4938-52-7,Hept-1-en-3-ol,,,,,0.27,0.39,0.35,3.7,11.06,,,,,,,,,,,
33467-76-4,trans-Hept-2-ene-1-ol,,,,,0.32,0.53,0.35,4.07,11.06,,,,,,,,,,,
61184-93-8,1-Ethoxypentan-3-ol,,,,,0.22,0.6,0.35,4.102,11.06,,,,,,,,,,,
3391-86-4,Oct-1-en-3-ol,,,,,0.26,0.39,0.35,4.168,11.06,,,,,,,,,,,
18409-17-1,trans-Oct-2-ene-1-ol,,,,,0.35,0.53,0.35,4.571,11.06,,,,,,,,,,,
95-56-7,2-Bromophenol,,,,,1.04,0.9,0.35,4.802,11.06,,,,,,,,,,,
14906-59-3,4-Cyanopyridine N-oxide,,,,,0.83,1.66,0.35,4.916,11.06,,,,,,,,,,,
1885-29-6,2-Cyanoaniline,,,,,1.07,1.37,0.35,5.018,11.06,,,,,,,,,,,
22104-79-6,trans-Non-2-en-1-ol,,,,,0.33,0.53,0.35,5.041,11.06,,,,,,,,,,,
6627-55-0,2-Bromo-4-methylphenol,,,,,1.04,0.9,0.35,5.27,11.06,,,,,,,,,,,
106-22-9,b-Citronellol,,,,,0.35,0.47,0.35,5.396,11.06,,,,,,,,,,,
106-24-1,Geraniol,,,,,0.51,0.54,0.35,5.512,11.06,,,,,,,,,,,
18409-18-2,trans-Dec-2-en-1-ol,,,,,0.31,0.53,0.35,5.516,11.06,,,,,,,,,,,
95-76-1,3.4-Dichloroaniline,,,,,1.16,1.24,0.35,5.54,11.06,,,,,,,,,,,
351-36-0,3-Trifluoromethylacetanilide,,,,,0.64,1.1,0.35,5.687,11.06,,,,,,,,,,,
2819-86-5,Pentamethylphenol,,,,,0.9,0.9,0.35,6.43,11.06,,,,,,,,,,,
5307-14-2,2-nitro-p-phenylenediamine,,,,,1.53,2.05,0.35,6.897,11.06,,,,,,,,,,,
23947-60-6,Ethirimol,,,,,1.11,0.83,0.35,7.679,11.06,,,,,,,,,,,
314-40-9,Bromacil,,,,,1.33,1.35,0.35,8.014,11.06,,,,,,,,,,,
1015-89-0,Phenanthridinone,,,,,1.79,1.92,0.35,8.46,11.06,,,,,,,,,,,
148-79-8,Thiabendazole,,,,,2.22,1.9,0.35,8.762,11.06,,,,,,,,,,,
577-85-5,3-Hydroxyflavone,,,,,1.95,1.65,0.35,9.344,11.06,,,,,,,,,,,
84057-84-1,lamotrigine,,,,,2.27,2.03,0.35,9.72,11.06,,,,,,,,,,,
77-37-2,Procyclidine,,,,,1.48,1.18,0.35,10.69,11.06,,,,,,,,,,,
64628-44-0,Triflumuron,,,,,1.54,1.95,0.35,10.918,11.06,,,,,,,,,,,
83498-72-0,Iodocyanopindolol,,,,,2.36,2.2,0.35,12.75,11.06,,,,,,,,,,,
73590-85-9,Omeprazole sulfide,,,,,2.5,2.11,0.35,13.24,11.06,,,,,,,,,,,
100-63-0,Phenylhydrazine,,,,,1.12,1.09,0.34,4.9,11.06,,,,,,,,,,,
93-51-6,2-Methoxy-4-methylphenol,,,,,0.85,0.85,0.34,4.982,11.06,,,,,,,,,,,
373-44-4,1.8-Diaminooctane,,,,,0.41,0.68,0.34,5.426,11.06,,,,,,,,,,,
529-33-9,1.2.3.4-Tetrahydro-1-naphthol,,,,,1.04,0.9,0.34,5.71,11.06,,,,,,,,,,,
530-91-6,1.2.3.4-Tetrahydro-2-naphthol,,,,,1.04,0.9,0.34,5.77,11.06,,,,,,,,,,,
34661-21-7,N-o-Tolyl-4-chlorobenzohydroxamic acid,,,,,1.84,1.17,0.34,9.45,11.06,,,,,,,,,,,
19958-62-4,N-Phenyl-2-nitrobenzohydroxamic acid,,,,,1.97,1.88,0.34,9.98,11.06,,,,,,,,,,,
96-88-8,Mepivacaine,,,,,1.32,2.14,0.34,10.273,11.06,,,,,,,,,,,
84057-95-4,Ropivacaine,,,,,1.32,2.1,0.34,11.16,11.06,,,,,,,,,,,
79983-71-4,Hexaconazole,,,,,1.83,1.8,0.34,11.21,11.06,,,,,,,,,,,
1156-05-4,Phenglutarimide,,,,,1.47,2.1,0.34,11.39,11.06,,,,,,,,,,,
2180-92-9,Bupivacaine,,,,,1.32,2.1,0.34,11.78,11.06,,,,,,,,,,,
78-92-2,Butan-2-ol,,,,,0.22,0.36,0.33,2.338,11.06,,,,,,,,,,,
107-98-2,1-Methoxy-2-propanol,,,,,0.22,0.53,0.33,2.655,11.06,,,,,,,,,,,
598-75-4,3-Methylbutan-2-ol,,,,,0.19,0.33,0.33,2.793,11.06,,,,,,,,,,,
598-55-0,Methyl carbamate,,,,,0.32,1.31,0.33,2.794,11.06,,,,,,,,,,,
6032-29-7,Pentan-2-ol,,,,,0.2,0.36,0.33,2.84,11.06,,,,,,,,,,,
584-02-1,Pentan-3-ol,,,,,0.22,0.36,0.33,2.86,11.06,,,,,,,,,,,
464-07-3,3.3-dimethyl-2-butanol,,,,,0.19,0.3,0.33,3.09,11.06,,,,,,,,,,,
51-79-6,o-ethyl carbamate,,,,,0.29,1.38,0.33,3.234,11.06,,,,,,,,,,,
108-11-2,4-Methylpentan-2-ol,,,,,0.17,0.33,0.33,3.263,11.06,,,,,,,,,,,
565-67-3,2-Methylpentan-3-ol,,,,,0.21,0.33,0.33,3.315,11.06,,,,,,,,,,,
626-93-7,Hexan-2-ol,,,,,0.19,0.36,0.33,3.34,11.06,,,,,,,,,,,
623-37-0,Hexan-3-ol,,,,,0.2,0.36,0.33,3.343,11.06,,,,,,,,,,,
626-89-1,4-methylpentanol,,,,,0.2,0.39,0.33,3.439,11.06,,,,,,,,,,,
565-60-6,3-methyl-2-pentanol,,,,,0.17,0.39,0.33,3.476,11.06,,,,,,,,,,,
764-60-3,Hex-2-yn-1-ol,,,,,0.41,0.57,0.33,3.486,11.06,,,,,,,,,,,
600-36-2,2.4-dimethyl-3-pentanol,,,,,0.21,0.3,0.33,3.603,11.06,,,,,,,,,,,
1192-28-5,Cyclopentanone oxime,,,,,0.58,0.94,0.33,3.7,11.06,,,,,,,,,,,
627-59-8,5-Methylhexan-2-ol,,,,,0.16,0.33,0.33,3.819,11.06,,,,,,,,,,,
2313-65-7,3-Methylhexan-2-ol,,,,,0.16,0.33,0.33,3.832,11.06,,,,,,,,,,,
543-49-7,Heptan-2-ol,,,,,0.19,0.36,0.33,3.838,11.06,,,,,,,,,,,
617-29-8,2-Methylhexan-3-ol,,,,,0.2,0.33,0.33,3.839,11.06,,,,,,,,,,,
589-55-9,Heptan-4-ol,,,,,0.18,0.36,0.33,3.85,11.06,,,,,,,,,,,
6144-93-0,4.4-Dimethylpentan-2-ol,,,,,0.19,0.33,0.33,3.858,11.06,,,,,,,,,,,
589-82-2,Heptan-3-ol,,,,,0.18,0.36,0.33,3.86,11.06,,,,,,,,,,,
1002-36-4,Hept-2-yn-1-ol,,,,,0.38,0.57,0.33,3.954,11.06,,,,,,,,,,,
19780-44-0,4-Ethyl-3-hexanol,,,,,0.17,0.36,0.33,4.177,11.06,,,,,,,,,,,
589-98-0,3-octanol,,,,,0.18,0.36,0.33,4.29,11.06,,,,,,,,,,,
589-62-8,Octan-4-ol,,,,,0.16,0.36,0.33,4.3,11.06,,,,,,,,,,,
100-64-1,Cyclohexanone oxime,,,,,0.58,0.9,0.33,4.32,11.06,,,,,,,,,,,
123-96-6,Octan-2-ol,,,,,0.16,0.36,0.33,4.339,11.06,,,,,,,,,,,
20739-58-6,Oct-2-yn-1-ol,,,,,0.38,0.57,0.33,4.443,11.06,,,,,,,,,,,
108-82-7,2.6-Dimethylheptan-4-ol,,,,,0.12,0.3,0.33,4.66,11.06,,,,,,,,,,,
628-99-9,2-nonanol,,,,,0.17,0.36,0.33,4.817,11.06,,,,,,,,,,,
5921-73-3,Non-2-yn-1-ol,,,,,0.37,0.56,0.33,4.905,11.06,,,,,,,,,,,
3360-41-6,4-Phenyl-1-butanol,,,,,0.81,0.9,0.33,5.049,11.06,,,,,,,,,,,
1197-01-9,2-(4-Methylphenyl)-propan-2-ol,,,,,0.79,0.74,0.33,5.08,11.06,,,,,,,,,,,
2051-31-2,Decan-4-ol,,,,,0.14,0.36,0.33,5.28,11.06,,,,,,,,,,,
1120-06-5,Decan-2-ol,,,,,0.17,0.36,0.33,5.356,11.06,,,,,,,,,,,
626-01-7,3-Iodoaniline,,,,,1.41,1.26,0.33,5.739,11.06,,,,,,,,,,,
23708-56-7,Undecan-6-ol,,,,,0.17,0.36,0.33,5.776,11.06,,,,,,,,,,,
5183-78-8,N-Methylbenzenesulfonamide,,,,,1.1,1.55,0.33,6.364,11.06,,,,,,,,,,,
616-86-4,4-Ethoxy-2-nitroaniline,,,,,1.22,1.65,0.33,6.99,11.06,,,,,,,,,,,
67801-20-1,Ebanol,,,,,0.66,0.67,0.33,7.39,11.06,,,,,,,,,,,
330-55-2,linuron,,,,,1.46,1.22,0.33,8.01,11.06,,,,,,,,,,,
102-08-9,1.3-Diphenylthiourea,,,,,2.1,1.7,0.33,9.71,11.06,,,,,,,,,,,
85-85-8,1-(2-Pyridylazo)-2-naphthol,,,,,2.25,1.47,0.33,10.03,11.06,,,,,,,,,,,
367-30-6,2.5-Difluoroaniline,,,,,0.54,1.15,0.32,3.898,11.06,,,,,,,,,,,
109-12-6,2-Aminopyrimidine,,,,,0.95,1.2,0.32,4.064,11.06,,,,,,,,,,,
95-57-8,2-Chlorophenol,,,,,0.85,0.88,0.32,4.178,11.06,,,,,,,,,,,
3761-94-2,1-Methylcycloheptanol,,,,,0.47,0.48,0.32,4.431,11.06,,,,,,,,,,,
617-94-7,2-Phenylpropan-2-ol,,,,,0.85,0.85,0.32,4.52,11.06,,,,,,,,,,,
615-74-7,2-Chloro-5-methylphenol,,,,,0.91,0.83,0.32,4.761,11.06,,,,,,,,,,,
59123-41-0,1-Methylcyclooctanol,,,,,0.54,0.48,0.32,4.916,11.06,,,,,,,,,,,
120-29-6,Tropine,,,,,0.82,0.8,0.32,5.197,11.06,,,,,,,,,,,
619-01-2,Dihydrocarveol,,,,,0.56,0.58,0.32,5.299,11.06,,,,,,,,,,,
11039-70-6,Plinol,,,,,0.51,0.47,0.32,5.372,11.06,,,,,,,,,,,
646-24-2,1.9-Diaminononane,,,,,0.41,0.69,0.32,5.951,11.06,,,,,,,,,,,
99-92-3,p-Aminoacetophenone,,,,,1.19,1.47,0.32,6.111,11.06,,,,,,,,,,,
19700-21-1,Geosmin,,,,,0.59,0.7,0.32,6.242,11.06,,,,,,,,,,,
2078-54-8,2.6-Di-isopropylphenol,,,,,0.82,0.88,0.32,6.66,11.06,,,,,,,,,,,
105182-45-4,Fluparoxan,,,,,1.21,1.52,0.32,6.7,11.06,,,,,,,,,,,
77-53-2,Cedrol,,,,,0.8,0.5,0.32,7.5,11.06,,,,,,,,,,,
35153-15-2,cis-9.10-Tetradecen-1-ol,,,,,0.3,0.61,0.32,7.55,11.06,,,,,,,,,,,
5986-55-0,Patchouli alcohol,,,,,0.8,0.58,0.32,7.66,11.06,,,,,,,,,,,
13450-95-8,Germanium tetraiodide,,,,,2.23,0.57,0.32,7.707,11.06,,,,,,,,,,,
1559-34-8,Tetraethylene glycol butyl ether,,,,,0.18,1.2,0.32,7.8,11.06,,,,,,,,,,,
92-04-6,2-chloro-4-phenylphenol,,,,,1.65,1.31,0.32,7.858,11.06,,,,,,,,,,,
19937-59-8,metoxuron,,,,,1.24,1.78,0.32,8.34,11.06,,,,,,,,,,,
58821-30-0,Tetraethylene glycol pentyl ether,,,,,0.17,1.2,0.32,8.34,11.06,,,,,,,,,,,
304-88-1,N-Phenylbenzohydroxamic acid,,,,,1.71,1.28,0.32,8.383,11.06,,,,,,,,,,,
1137-41-3,4-Aminobenzophenone,,,,,1.66,1.86,0.32,8.61,11.06,,,,,,,,,,,
67055-91-8,N-m-Chlorophenylbenzohydroxamic acid,,,,,1.84,1.19,0.32,9.05,11.06,,,,,,,,,,,
68384-16-7,N-p-Chlorophenyl-4-bromobenzohydroxamic acid,,,,,2.11,1.53,0.32,10.3,11.06,,,,,,,,,,,
93413-69-5,Venlafaxine,,,,,1.31,1.3,0.32,10.4,11.06,,,,,,,,,,,
66650-30-4,N-p-Tolyl-4-ethoxybenzohydroxamic acid,,,,,1.78,1.4,0.32,10.41,11.06,,,,,,,,,,,
94361-06-5,Cyproconazole,,,,,1.93,1.6,0.32,10.73,11.06,,,,,,,,,,,
10161-33-8,Trenbolone,,,,,1.63,2.39,0.32,11.06,11.06,,,,,,,,,,,
29556-22-7,N-Phenyl-3.5-dinitrobenzohydroxamic acid,,,,,2.24,2.23,0.32,11.23,11.06,,,,,,,,,,,
434-22-0,Nandrolone,,,,,1.54,2.59,0.32,11.57,11.06,,,,,,,,,,,
58-22-0,Testosterone,,,,,1.54,2.56,0.32,11.69,11.06,,,,,,,,,,,
846-48-0,Dehydrotestosterone,,,,,1.72,2.6,0.32,12.04,11.06,,,,,,,,,,,
2516-33-8,Cyclopropylcarbinol,,,,,0.38,0.87,0.31,2.675,11.06,,,,,,,,,,,
75-85-4,2-Methylbutan-2-ol,,,,,0.19,0.3,0.31,2.722,11.06,,,,,,,,,,,
4415-82-1,Cyclobutanemethanol,,,,,0.4,0.87,0.31,3.21,11.06,,,,,,,,,,,
594-60-5,2.3-Dimethylbutan-2-ol,,,,,0.21,0.27,0.31,3.223,11.06,,,,,,,,,,,
590-36-3,2-Methylpentan-2-ol,,,,,0.17,0.3,0.31,3.24,11.06,,,,,,,,,,,
77-74-7,3-methyl-3-pentanol,,,,,0.21,0.3,0.31,3.277,11.06,,,,,,,,,,,
624-95-3,3.3-dimethyl-1-butanol,,,,,0.19,0.36,0.31,3.332,11.06,,,,,,,,,,,
625-06-9,2.4-dimethyl-2-pentanol,,,,,0.16,0.27,0.31,3.41,11.06,,,,,,,,,,,
75-75-2,Methanesulfonic acid,,,,,0.29,2.01,0.31,3.466,11.06,,,,,,,,,,,
105-30-6,2-methylpentanol,,,,,0.21,0.39,0.31,3.471,11.06,,,,,,,,,,,
589-35-5,3-methyl-1-pentanol,,,,,0.21,0.39,0.31,3.493,11.06,,,,,,,,,,,
625-23-0,2-methyl-2-hexanol,,,,,0.16,0.3,0.31,3.686,11.06,,,,,,,,,,,
3637-61-4,Cyclopentanemethanol,,,,,0.43,0.86,0.31,3.74,11.06,,,,,,,,,,,
597-96-6,3-methyl-3-hexanol,,,,,0.2,0.3,0.31,3.805,11.06,,,,,,,,,,,
595-41-5,2.3-Dimethylpentan-3-ol,,,,,0.19,0.3,0.31,3.817,11.06,,,,,,,,,,,
597-49-9,3-ethyl-3-pentanol,,,,,0.23,0.3,0.31,3.838,11.06,,,,,,,,,,,
141-73-1,4-Methyl-4-methoxypentan-2-ol,,,,,0.18,0.65,0.31,3.963,11.06,,,,,,,,,,,
625-25-2,2-methyl-2-heptanol,,,,,0.17,0.3,0.31,3.99,11.06,,,,,,,,,,,
5582-82-1,3-methyl-3-heptanol,,,,,0.19,0.3,0.31,4,11.06,,,,,,,,,,,
100-49-2,Cyclohexanemethanol,,,,,0.46,0.85,0.31,4.25,11.06,,,,,,,,,,,
597-76-2,3-Ethyl-3-hexanol,,,,,0.2,0.3,0.31,4.29,11.06,,,,,,,,,,,
60-12-8,2-Phenylethanol,,,,,0.81,0.82,0.31,4.702,11.06,,,,,,,,,,,
4448-75-3,Cycloheptanemethanol,,,,,0.46,0.84,0.31,4.75,11.06,,,,,,,,,,,
116-02-9,3.3.5-Trimethylcyclohexanol,,,,,0.41,0.5,0.31,4.814,11.06,,,,,,,,,,,
78-69-3,3.7-Dimethyloctan-3-ol,,,,,0.17,0.3,0.31,5.027,11.06,,,,,,,,,,,
615-36-1,2-Bromoaniline,,,,,1.07,0.98,0.31,5.104,11.06,,,,,,,,,,,
507-70-0,Borneol,,,,,0.65,0.52,0.31,5.153,11.06,,,,,,,,,,,
562-74-3,Terpinen-4-ol,,,,,0.53,0.4,0.31,5.175,11.06,,,,,,,,,,,
124-76-5,Isoborneol,,,,,0.65,0.49,0.31,5.232,11.06,,,,,,,,,,,
3637-63-6,Cyclooctanemethanol,,,,,0.47,0.83,0.31,5.25,11.06,,,,,,,,,,,
106-40-1,4-Bromoaniline,,,,,1.19,1.19,0.31,5.276,11.06,,,,,,,,,,,
122-97-4,3-Phenylpropan-1-ol,,,,,0.82,0.94,0.31,5.312,11.06,,,,,,,,,,,
99-48-9,Carveol,,,,,0.66,0.74,0.31,5.331,11.06,,,,,,,,,,,
107-75-5,Hydroxycitronellal,,,,,0.38,0.95,0.31,5.55,11.06,,,,,,,,,,,
615-43-0,2-Iodoaniline,,,,,1.29,1,0.31,5.574,11.06,,,,,,,,,,,
6180-61-6,3-Phenoxypropan-1-ol,,,,,0.85,0.95,0.31,5.58,11.06,,,,,,,,,,,
768-95-6,Adamantan-1-ol,,,,,0.94,0.9,0.31,5.634,11.06,,,,,,,,,,,
540-37-4,4-Iodoaniline,,,,,1.53,1.28,0.31,5.695,11.06,,,,,,,,,,,
75899-68-2,4-Hydroxy-2-nonenal,,,,,0.44,1.09,0.31,5.714,11.06,,,,,,,,,,,
121-33-5,Vanillin,,,,,0.99,1.3,0.31,5.727,11.06,,,,,,,,,,,
26600-37-3,Cyclononanemethanol,,,,,0.48,0.82,0.31,5.76,11.06,,,,,,,,,,,
120-66-1,o-Methylacetanilide,,,,,0.87,1.27,0.31,5.9,11.06,,,,,,,,,,,
98-11-3,Benzenesulfonic acid,,,,,0.87,2.29,0.31,6.12,11.06,,,,,,,,,,,
3668-38-0,Cyclodecanemethanol,,,,,0.49,0.81,0.31,6.27,11.06,,,,,,,,,,,
97-54-1,Isoeugenol,,,,,1.14,0.95,0.31,6.286,11.06,,,,,,,,,,,
94-09-7,Ethyl 4-aminobenzoate,,,,,1.03,1.31,0.31,6.406,11.06,,,,,,,,,,,
104-15-4,p-Toluenesulfonic acid,,,,,0.87,2.29,0.31,6.607,11.06,,,,,,,,,,,
1113-02-6,Omethoate,,,,,0.69,1.5,0.31,6.62,11.06,,,,,,,,,,,
29518-02-3,Cycloundecanemethanol,,,,,0.49,0.81,0.31,6.75,11.06,,,,,,,,,,,
13551-87-6,Misonidazole,,,,,1.02,1.75,0.31,6.97,11.06,,,,,,,,,,,
122-39-4,N.N-Diphenylamine,,,,,1.47,1.13,0.31,7.094,11.06,,,,,,,,,,,
1892-12-2,Cyclododecanemethanol,,,,,0.5,0.8,0.31,7.26,11.06,,,,,,,,,,,
188854-47-9,Cyclotridecanemethanol,,,,,0.5,0.8,0.31,7.75,11.06,,,,,,,,,,,
92-84-2,Phenothiazine,,,,,1.89,1.56,0.31,8.389,11.06,,,,,,,,,,,
26159-36-4,Naproxol,,,,,1.59,1.43,0.31,8.77,11.06,,,,,,,,,,,
14489-88-4,N-m-Tolylbenzohydroxamic acid,,,,,1.71,1.3,0.31,8.79,11.06,,,,,,,,,,,
1468-95-7,9-Anthracenemethanol,,,,,2.24,1.48,0.31,9.21,11.06,,,,,,,,,,,
71939-50-9,Dihydroartimisinin,,,,,1.21,1.36,0.31,9.301,11.06,,,,,,,,,,,
66650-28-0,N-Phenyl-4-ethoxybenzohydroxamic acid,,,,,1.76,1.39,0.31,9.75,11.06,,,,,,,,,,,
58-25-3,Chlordiazepoxide,,,,,1.95,2.09,0.31,11.18,11.06,,,,,,,,,,,
51803-78-2,Nimesulide,,,,,2.11,2.7,0.31,11.7,11.06,,,,,,,,,,,
514-65-8,Biperiden,,,,,1.85,1.25,0.31,11.73,11.06,,,,,,,,,,,
86386-73-4,Fluconazole,,,,,2.28,2.8,0.31,11.74,11.06,,,,,,,,,,,
144034-80-0,Rizatriptan,,,,,2.13,2.9,0.31,12.08,11.06,,,,,,,,,,,
76-42-6,Oxycodone,,,,,2.18,2.28,0.31,12.093,11.06,,,,,,,,,,,
72-63-9,Methandienone,,,,,1.45,2.37,0.31,12.157,11.06,,,,,,,,,,,
64902-72-3,Chlorsulfuron,,,,,2.3,2.02,0.31,12.45,11.06,,,,,,,,,,,
66104-22-1,Pergolide,,,,,2.22,1.95,0.31,12.78,11.06,,,,,,,,,,,
109-86-4,2-Methoxyethanol,,,,,0.27,0.5,0.3,2.49,11.06,,,,,,,,,,,
625-31-0,Pent-4-en-2-ol,,,,,0.29,0.45,0.3,2.71,11.06,,,,,,,,,,,
1589-47-5,2-Methoxypropan-1-ol,,,,,0.23,0.59,0.3,2.793,11.06,,,,,,,,,,,
2807-30-9,2-Propoxyethanol,,,,,0.21,0.5,0.3,3.31,11.06,,,,,,,,,,,
110-85-0,Piperazine,,,,,0.57,0.85,0.3,3.438,11.06,,,,,,,,,,,
616-45-5,2-Pyrrolidinone,,,,,0.54,1.45,0.3,3.573,11.06,,,,,,,,,,,
4439-24-1,2-Isobutoxyethanol,,,,,0.17,0.56,0.3,3.68,11.06,,,,,,,,,,,
109-07-9,2-Methylpiperazine,,,,,0.55,0.8,0.3,3.745,11.06,,,,,,,,,,,
367-25-9,2.4-Difluoroaniline,,,,,0.55,1.02,0.3,3.843,11.06,,,,,,,,,,,
