CAS,chemicalName,label,MRF,molecularWeight,overloadMass_1,E,S,A,L,combustionEnthalpy,C,H,O,N,S,F,Cl,Br,I,Si
15299-99-7,Napropamide,,,,,1.63,1.53,0,10.61,,17,21,2,1,0,0,0,0,0,0
1530-03-6,1.1-Diphenylpropane,,,,,1.28,1.04,0,6.97,,15,16,0,0,0,0,0,0,0,0
15307-86-5,Diclofenac,,,,,1.81,1.85,0.55,11.025,,14,11,2,1,0,0,2,0,0,0
1532-72-5,Isoquinoline-N-oxide,,,,,1.35,2.14,0.28,6.772,,9,7,1,1,0,0,0,0,0,0
1534-08-3,Methyl thioacetate,,,,,0.47,0.75,0,2.89,,3,6,1,0,1,0,0,0,0,0
153436-54-5,RA12165,,,,,2.64,2.54,0.25,12.95,,,,,,,,,,,
153719-23-4,Thiamethoxam,,,,,1.76,1.57,0,9.092,,,,,,,,,,,
1538-74-5,Butyl N-phenylcarbamate,,,,,0.9,1.25,0.4,7.14,,11,15,2,1,0,0,0,0,0,0
15411-43-5,3-Vinylaniline,,,,,1.21,1.12,0.26,4.975,,8,9,0,1,0,0,0,0,0,0
15421-84-8,Trapidil,,,,,1.49,1.14,0,7.75,,,,,,,,,,,
154-23-4,Catechin,,,,,2.61,2.05,2.3,12,,,,,,,,,,,
15423-57-1,Germacrene B,,,,,0.76,0.45,0,7.189,,15,24,0,0,0,0,0,0,0,0
15457-05-3,Fluorodifen,,,,,1.34,2.06,0,9.446,,13,7,5,2,0,3,0,0,0,0
1551-21-9,Methylisopropylsulfide,,,,,0.37,0.36,0,2.881,,4,10,0,0,1,0,0,0,0,0
1556-08-7,Chlorocyclooctane,,,,,0.6,0.46,0,5.262,,8,15,0,0,0,0,1,0,0,0
1556-09-8,Bromocyclooctane,,,,,0.74,0.48,0,5.485,,8,15,0,0,0,0,0,1,0,0
1559-34-8,Tetraethylene glycol butyl ether,,,,,0.18,1.2,0.32,7.8,,12,26,5,0,0,0,0,0,0,0
15594-90-8,Heneicosan-1-ol,,,,,0.14,0.42,0.37,11.17,,21,44,1,0,0,0,0,0,0,0
1563-66-2,carbofuran,,,,,0.92,1.08,0.21,7.45,,12,15,3,1,0,0,0,0,0,0
156-38-7,(4-Hydroxyphenyl)acetic acid,,,,,1.03,1.45,0.94,5.902,,8,8,3,0,0,0,0,0,0,0
156-43-4,4-Ethoxyaniline,,,,,0.95,1.17,0.23,5.357,,8,11,1,1,0,0,0,0,0,0
1565-17-9,4-Acetylbenzenesulfonamide,,,,,1.34,1.74,0.7,7.565,,8,9,3,1,1,0,0,0,0,0
156-59-2,(Z)-1.2-Dichloroethene,,,,,0.44,0.61,0.11,2.439,,2,2,0,0,0,0,2,0,0,0
15676-16-1,Sulpiride,,,,,1.88,3.38,0.57,13.8,,15,23,4,3,1,0,0,0,0,0
15686-71-2,Cephalexin,,,,,2.53,3.3,1.15,14,,,,,,,,,,,
15687-27-1,Ibuprofen,,,,,0.73,0.7,0.57,7.184,,13,18,2,0,0,0,0,0,0,0
15687-41-9,Oxyfedrine,,,,,1.83,1.85,0.45,12.22,,,,,,,,,,,
156-87-6,3-Aminopropan-1-ol,,,,,0.47,0.85,0.38,3.016,,3,9,1,1,0,0,0,0,0,0
1569-01-3,1-Propoxypropan-2-ol,,,,,0.21,0.57,0.35,3.495,,6,14,2,0,0,0,0,0,0,0
1570-45-2,Ethyl isonicotinate,,,,,0.76,1.05,0,5.145,,8,9,2,1,0,0,0,0,0,0
1570-64-5,4-Chloro-2-methylphenol,,,,,0.89,0.91,0.63,5.246,,7,7,1,0,0,0,1,0,0,0
1570-65-6,2-Methyl-4.6-dichlorophenol,,,,,0.95,0.87,0.38,5.37,,7,6,1,0,0,0,2,0,0,0
15706-73-7,Butyl 2-methylbutanoate,,,,,0,0.53,0,4.524,,9,18,2,0,0,0,0,0,0,0
15707-24-1,2.3-Diethylpyrazine,,,,,0.65,0.82,0,4.959,,8,12,0,2,0,0,0,0,0,0
1571-86-4,1.4-Di-n-butylbenzene,,,,,0.6,0.48,0,6.588,,14,22,0,0,0,0,0,0,0,0
15722-48-2,Olsalazine,,,,,2.21,1.61,1.43,10.87,,,,,,,,,,,
15726-15-5,3-Methylheptan-4-one,,,,,0.11,0.62,0,4.184,,8,16,1,0,0,0,0,0,0,0
15764-16-6,2.4-Dimethylbenzaldehyde,,,,,0.93,0.93,0,5.17,,9,10,1,0,0,0,0,0,0,0
1576-42-7,3-Carboxamidobenzenesulfonamide,,,,,1.51,2.37,0.6,8.17,,,,,,,,,,,
1576-43-8,4-Hydroxybenzenesulfonamide,,,,,1.33,2.13,0.6,7.05,,,,,,,,,,,
1576-67-6,3.6-Dimethylphenanthrene,,,,,2.05,1.29,0,8.7,,16,14,0,0,0,0,0,0,0,0
1576-87-0,trans-Pent-2-en-1-al,,,,,0.38,0.75,0,3.045,,5,8,1,0,0,0,0,0,0,0
1576-96-1,trans-Pent-2-en-1-ol,,,,,0.34,0.52,0.35,3.059,,5,10,1,0,0,0,0,0,0,0
1577-43-1,Nonadecyl acetate,,,,,0.01,0.6,0,10.631,,21,42,2,0,0,0,0,0,0,0
1583-58-0,2.4-Difluorobenzoic acid,,,,,0.69,0.82,0.71,4.412,,7,4,2,0,0,2,0,0,0,0
15854-87-2,4-Iodopyridine,,,,,1.21,0.97,0,4.553,,,,,,,,,,,
15862-07-4,PCB 29,,,,,1.77,1.33,0,7.722,,12,7,0,0,0,0,3,0,0,0
15869-80-4,3-Ethylheptane,,,,,0,0,0,3.992,,9,20,0,0,0,0,0,0,0,0
15869-85-9,5-Methylnonane,,,,,0,0,0,4.432,,10,22,0,0,0,0,0,0,0,0
15869-86-0,4-Ethyloctane,,,,,0,0,0,4.409,,10,22,0,0,0,0,0,0,0,0
15869-87-1,2.2-Dimethyloctane,,,,,0,0,0,4.225,,10,22,0,0,0,0,0,0,0,0
15869-92-8,3.4-Dimethyloctane,,,,,0,0,0,4.324,,10,22,0,0,0,0,0,0,0,0
15869-93-9,3.5-Dimethyloctane,,,,,0,0,0,4.259,,10,22,0,0,0,0,0,0,0,0
15869-94-0,3.6-Dimethyloctane,,,,,0,0,0,4.331,,10,22,0,0,0,0,0,0,0,0
15869-95-1,4.4-Dimethyloctane,,,,,0,0,0,4.236,,10,22,0,0,0,0,0,0,0,0
15879-93-3,Chloralose,,,,,1.44,1.56,0.74,8.75,,,,,,,,,,,
1589-47-5,2-Methoxypropan-1-ol,,,,,0.23,0.59,0.3,2.793,,4,10,2,0,0,0,0,0,0,0
1595-04-6,3-n-Butyltoluene,,,,,0.62,0.5,0,5.216,,11,16,0,0,0,0,0,0,0,0
1595-05-7,4-n-Butyltoluene,,,,,0.62,0.5,0,5.241,,11,16,0,0,0,0,0,0,0,0
15950-66-0,2.3.4-Trichlorophenol,,,,,1.07,0.96,0.7,5.63,,6,3,1,0,0,0,3,0,0,0
1595-06-8,2-sec-Butyltoluene,,,,,0.65,0.55,0,5.093,,11,16,0,0,0,0,0,0,0,0
1595-11-5,2-n-Butyltoluene,,,,,0.65,0.54,0,5.276,,11,16,0,0,0,0,0,0,0,0
1595-16-0,4-sec.-Butyltoluene,,,,,0.63,0.53,0,5.152,,11,16,0,0,0,0,0,0,0,0
15968-05-5,PCB 54,,,,,1.84,1.48,0,7.753,,12,6,0,0,0,0,4,0,0,0
15972-60-8,Alachlor,,,,,1.16,1.2,0,8.53,,14,20,2,1,0,0,1,0,0,0
1601-71-4,1.4-Dimethyl-2-n-butylbenzene,,,,,0.69,0.54,0,5.901,,12,18,0,0,0,0,0,0,0,0
1601-72-5,1.3-Dimethyl-2-butylbenzene,,,,,0.64,0.53,0,5.973,,,,,,,,,,,
1601-73-6,1.3-Dimethyl-4-n-butylbenzene,,,,,0.68,0.55,0,5.928,,12,18,0,0,0,0,0,0,0,0
1601-74-7,1.3-Dimethyl-5-n-butylbenzene,,,,,0.64,0.5,0,5.896,,,,,,,,,,,
16021-20-8,1-Ethyl-2-n-propylbenzene,,,,,0.67,0.53,0,5.334,,11,16,0,0,0,0,0,0,0,0
1604-28-0,6-Methylhepta-3.5-diene-2-one,,,,,0.86,0.79,0,4.906,,8,12,1,0,0,0,0,0,0,0
16096-32-5,4-Methylindole,,,,,1.2,1.09,0.44,6.19,,9,9,0,1,0,0,0,0,0,0
1610-17-9,Atraton,,,,,1.12,1.13,0.2,7.67,,9,17,1,5,0,0,0,0,0,0
1610-18-0,Prometon,,,,,1.07,1.1,0.22,8.08,,10,17,1,5,0,0,0,0,0,0
1611-92-3,3.5-Dibromotoluene,,,,,1.24,0.85,0,5.749,,7,6,0,0,0,0,0,2,0,0
1613-32-7,2-Propylquinoline,,,,,1.29,0.88,0,6.534,,12,13,0,1,0,0,0,0,0,0
1613-34-9,2-Ethylquinoline,,,,,1.29,0.9,0,6.116,,11,11,0,1,0,0,0,0,0,0
1613-37-2,Quinoline-N-oxide,,,,,1.4,1.91,0.27,6.626,,9,7,1,1,0,0,0,0,0,0
1613-45-2,Ethylisobutylsulfide,,,,,0.34,0.37,0,3.81,,6,14,0,0,1,0,0,0,0,0
1613-46-3,Propylbutylsulfide,,,,,0.35,0.34,0,4.5,,7,16,0,0,1,0,0,0,0,0
1617-18-1,Ethyl 3-butenoate,,,,,0.27,0.61,0,3.218,,6,10,2,0,0,0,0,0,0,0
1617-25-0,Hexyl crotonate,,,,,0.18,0.63,0,5.469,,,,,,,,,,,
162011-90-7,Rofecoxib,,,,,1.66,3.1,0,11.915,,17,14,4,0,1,0,0,0,0,0
16219-75-3,Ethylidene norbornene,,,,,0.59,0.27,0,4.147,,9,12,0,0,0,0,0,0,0,0
1623-08-1,Dibenzyl hydrogen phosphate,,,,,1.2,1.52,0.95,9.724,,,,,,,,,,,
16245-79-7,4-Octylaniline,,,,,0.89,0.9,0.23,7.75,,14,23,0,1,0,0,0,0,0,0
1628-89-3,2-Methoxypyridine,,,,,0.64,0.72,0,3.631,,6,7,1,1,0,0,0,0,0,0
1629-58-9,Pent-1-en-3-one,,,,,0.29,0.72,0,2.761,,5,8,1,0,0,0,0,0,0,0
16308-92-2,2.4-Dimethylbenzyl alcohol,,,,,0.86,0.88,0.39,5.117,,9,12,1,0,0,0,0,0,0,0
1632-16-2,2-Ethylhex-1-ene,,,,,0.14,0.08,0,3.51,,8,16,0,0,0,0,0,0,0,0
1632-76-4,3-Methylpyridazine,,,,,0.66,1.44,0,3.972,,5,6,0,2,0,0,0,0,0,0
1632-83-3,1-Methylbenzimidazole,,,,,1.27,1.31,0,5.578,,8,8,0,2,0,0,0,0,0,0
16338-97-9,N-Nitrosodiallylamine,,,,,0.55,0.91,0,4.472,,,,,,,,,,,
16338-99-1,N-Nitrosomethylheptylamine,,,,,0.3,1.08,0,5.506,,,,,,,,,,,
16339-04-1,N-Nitrosoethylisopropylamine,,,,,0.34,0.98,0,4.02,,5,12,1,2,0,0,0,0,0,0
16339-07-4,N-Nitroso-N'-methylpiperazine,,,,,0.6,1.22,0,4.548,,5,11,1,3,0,0,0,0,0,0
1634-04-4,Methyl tert-butyl ether,,,,,0.02,0.22,0,2.372,,5,12,1,0,0,0,0,0,0,0
1634-09-9,1-Butylnaphthalene,,,,,1.34,0.73,0,7.125,,14,16,0,0,0,0,0,0,0,0
1638-22-8,4-n-Butylphenol,,,,,0.8,0.88,0.55,5.75,,10,14,1,0,0,0,0,0,0,0
1638-26-2,1.1-Dimethylcyclopentane,,,,,0.21,0.1,0,3.029,,7,14,0,0,0,0,0,0,0,0
163839-73-4,p-Trifluoromethylphenoxyacetic acid,,,,,0.47,0.7,0.72,5.268,,,,,,,,,,,
1639-09-4,Heptylthiol,,,,,0.36,0.41,0,4.635,,7,16,0,0,1,0,0,0,0,0
16400-13-8,7-Methyl-4-indanol,,,,,0.99,0.79,0.52,6.328,,,,,,,,,,,
1640-89-7,Ethylcyclopentane,,,,,0.23,0.1,0,3.324,,7,14,0,0,0,0,0,0,0,0
16409-45-3,Menthyl acetate,,,,,0.23,0.54,0,5.83,,12,22,2,0,0,0,0,0,0,0
1641-41-4,4-Indanol,,,,,0.98,0.8,0.53,5.82,,9,10,1,0,0,0,0,0,0,0
1642-81-5,a-Chloro-p-toluic acid,,,,,0.95,1.25,0.69,5.877,,8,7,2,0,0,0,1,0,0,0
1643-13-8,m-Methylphenoxyacetic acid,,,,,0.91,0.93,0.71,5.846,,,,,,,,,,,
1645-78-9,1.1.2.2-Tetrafluoro-3-chloro-3-bromopropane,,,,,0.04,0.9,0.07,3.02,,,,,,,,,,,
1647-16-1,1.9-Decadiene,,,,,0.18,0.2,0,4.38,,10,18,0,0,0,0,0,0,0,0
16491-36-4,cis-3-Hexenyl butanoate,,,,,0.15,0.56,0,5.229,,10,18,2,0,0,0,0,0,0,0
16493-35-9,Undecyl methacrylate,,,,,0.13,0.49,0,7.633,,,,,,,,,,,
16533-50-9,3-Propoxyphenol,,,,,0.79,1.15,0.56,5.82,,,,,,,,,,,
16587-47-6,6-Methylbenzo[b]thiophene,,,,,1.32,0.85,0,5.701,,9,8,0,0,1,0,0,0,0,0
16587-50-1,3.6-Dimethylbenzo[b]thiophene,,,,,1.32,0.85,0,6.337,,10,10,0,0,1,0,0,0,0,0
16587-52-3,3-Methyldibenzothiophene,,,,,1.96,1.18,0,8,,13,10,0,0,1,0,0,0,0,0
16605-91-7,PCB 5,,,,,1.63,1.2,0,7.168,,12,8,0,0,0,0,2,0,0,0
16606-02-3,PCB 31,,,,,1.77,1.33,0,7.862,,12,7,0,0,0,0,3,0,0,0
1663-35-0,2-methoxyethyl vinyl ether,,,,,0.16,0.58,0,2.932,,5,10,2,0,0,0,0,0,0,0
1668-19-5,Doxepin,,,,,1.95,1.6,0,11.24,,19,21,1,1,0,0,0,0,0,0
1671-75-6,Heptanophenone,,,,,0.77,0.95,0,6.89,,13,18,1,0,0,0,0,0,0,0
1671-82-5,1-Methyl-2-nitroimidazole,,,,,0.9,1.57,0,4.67,,,,,,,,,,,
1674-37-9,Octanophenone,,,,,0.77,0.95,0,7.36,,14,20,1,0,0,0,0,0,0,0
1674-38-0,Undecylphenylketone,,,,,0.74,0.95,0,9.3,,18,28,1,0,0,0,0,0,0,0
16746-86-4,2.3-Dimethylhex-1-ene,,,,,0.11,0.08,0,3.373,,8,16,0,0,0,0,0,0,0,0
16747-25-4,2.2.3-Trimethylhexane,,,,,0,0,0,3.762,,9,20,0,0,0,0,0,0,0,0
16747-26-5,2.2.4-Trimethylhexane,,,,,0,0,0,3.605,,9,20,0,0,0,0,0,0,0,0
16747-28-7,2.3.3-Trimethylhexane,,,,,0,0,0,3.832,,9,20,0,0,0,0,0,0,0,0
16747-30-1,2.4.4-Trimethylhexane,,,,,0,0,0,3.683,,9,20,0,0,0,0,0,0,0,0
16747-31-2,3.3.4-Trimethylhexane,,,,,0,0,0,3.891,,9,20,0,0,0,0,0,0,0,0
16747-32-3,3-Ethyl-2.2-dimethylpentane,,,,,0,0,0,3.74,,9,20,0,0,0,0,0,0,0,0
16747-33-4,3-Ethyl-2.3-dimethylpentane,,,,,0,0,0,3.97,,9,20,0,0,0,0,0,0,0,0
16747-38-9,2.3.3.4-Tetramethylpentane,,,,,0,0,0,3.91,,9,20,0,0,0,0,0,0,0,0
16747-50-5,1-Methyl-1-ethylcyclopentane,,,,,0.21,0.1,0,3.612,,8,16,0,0,0,0,0,0,0,0
1678-91-7,Ethylcyclohexane,,,,,0.26,0.1,0,3.877,,8,16,0,0,0,0,0,0,0,0
1678-92-8,Propylcyclohexane,,,,,0.26,0.23,0,4.313,,9,18,0,0,0,0,0,0,0,0
1678-93-9,Butylcyclohexane,,,,,0.26,0.23,0,4.806,,10,20,0,0,0,0,0,0,0,0
16789-46-1,2-Methyl-3-ethylhexane,,,,,0,0,0,3.85,,9,20,0,0,0,0,0,0,0,0
1679-09-0,tert-Pentylthiol,,,,,0.34,0.31,0,3.2,,5,12,0,0,1,0,0,0,0,0
1679-47-6,a-Methyl-g-butyrolactone,,,,,0.34,1.23,0,4.07,,5,8,2,0,0,0,0,0,0,0
1679-64-7,Monomethylterephthalate,,,,,0.85,1.19,0.65,6.054,,9,8,4,0,0,0,0,0,0,0
1687-61-2,3-Methyl-6-ethylphenol,,,,,0.84,0.87,0.54,5.03,,9,12,1,0,0,0,0,0,0,0
1687-65-6,2-Methyl-5-ethylphenol,,,,,0.84,0.78,0.54,5.149,,9,12,1,0,0,0,0,0,0,0
1689-84-5,Bromoxynil,,,,,1.47,1.51,0.48,7.026,,7,3,1,1,0,0,0,2,0,0
16958-78-4,Octyl trichloroacetate,,,,,0.27,0.72,0,7.004,,10,17,2,0,0,0,3,0,0,0
169590-42-5,Celecoxib,,,,,2.04,2.44,0.6,13.04,,17,14,2,3,1,3,0,0,0,0
16967-04-7,Butylhexylsulfide,,,,,0.33,0.34,0,6.03,,10,22,0,0,1,0,0,0,0,0
16982-00-6,Cuparene,,,,,0.77,0.54,0,6.934,,15,22,0,0,0,0,0,0,0,0
16993-45-6,Benzene-1.4-disulfonamide,,,,,1.65,2.54,0.86,9.04,,,,,,,,,,,
17012-22-5,4-(Methoxycarbonyl)acetanilide,,,,,1.15,1.51,0.46,7.288,,10,11,3,1,0,0,0,0,0,0
1703-52-2,2-Ethyl-5-methylfuran,,,,,0.37,0.5,0,3.406,,7,10,1,0,0,0,0,0,0,0
17042-16-9,4-Methylhexan-3-one,,,,,0.11,0.63,0,3.728,,7,14,1,0,0,0,0,0,0,0
17057-91-9,2.4.5-Trimethylnaphthalene,,,,,1.44,1.14,0,7.344,,13,14,0,0,0,0,0,0,0,0
1705-85-7,6-Methylchrysene,,,,,3.03,1.73,0,10.934,,19,14,0,0,0,0,0,0,0,0
17059-44-8,1.2-Dimethyl-3-n-propylbenzene,,,,,0.74,0.6,0,5.509,,11,16,0,0,0,0,0,0,0,0
17059-45-9,1.3-Dimethyl-2-n-propylbenzene,,,,,0.73,0.59,0,5.428,,11,16,0,0,0,0,0,0,0,0
1706-11-2,2.5-Dimethylanisole,,,,,0.74,0.79,0,4.859,,9,12,1,0,0,0,0,0,0,0
17066-67-0,?-Selinene,,,,,0.77,0.28,0,7.067,,15,24,0,0,0,0,0,0,0,0
1707-03-5,Diphenylphosphinic acid,,,,,1.5,1.3,0.87,8.38,,12,11,2,0,0,0,0,0,0,0
1708-81-2,cis-Hept-3-en-1-ol,,,,,0.33,0.47,0.37,3.97,,7,14,1,0,0,0,0,0,0,0
1709-51-9,N.N-Diphenylbenzenesulfonamide,,,,,2.28,2.33,0,12.31,,,,,,,,,,,
17120-15-9,N-Phenyl-2-methylbenzohydroxamic acid,,,,,1.71,1.28,0.41,8.96,,,,,,,,,,,
17171-72-1,1.3-Di-n-propylbenzene,,,,,0.63,0.49,0,5.53,,12,18,0,0,0,0,0,0,0,0
17171-73-2,1.2-Di-n-butylbenzene,,,,,0.65,0.52,0,6.377,,,,,,,,,,,
17177-50-3,1.2-Epoxybut-3.4-diol,,,,,0.58,1.37,0.58,3.877,,,,,,,,,,,
17180-94-8,5-Chloropyrimidine,,,,,0.72,1,0,3.198,,,,,,,,,,,
17194-82-0,4-hydroxyphenylacetamide,,,,,1.18,2.08,0.84,6.92,,8,9,2,1,0,0,0,0,0,0
1721-89-7,2.3-Dimethylquinoline,,,,,1.33,1.01,0,6.33,,11,11,0,1,0,0,0,0,0,0
1721-93-3,1-Methylisoquinoline,,,,,1.28,1.03,0,5.941,,10,9,0,1,0,0,0,0,0,0
1722-12-9,2-Chloropyrimidine,,,,,0.72,0.86,0,3.395,,4,3,0,2,0,0,1,0,0,0
172354-89-1,Propyl 2-ethylhexanoate,,,,,0.05,0.53,0,5.704,,,,,,,,,,,
17239-22-4,4-Hexyloxycarbonyloxyacetanilide,,,,,0.97,1.75,0.18,9.715,,,,,,,,,,,
17243-26-4,4-Ethyloxycarbonyloxyacetanilide,,,,,0.97,1.75,0.25,7.742,,,,,,,,,,,
17260-71-8,3-Chlorobenzenesulfonamide,,,,,1.27,1.43,0.65,6.541,,6,6,2,1,1,0,1,0,0,0
17283-81-7,Dihydro-b-ionone,,,,,0.51,0.89,0,6.903,,13,22,1,0,0,0,0,0,0,0
17301-94-9,4-Methylnonane,,,,,0,0,0,4.441,,10,22,0,0,0,0,0,0,0,0
17302-01-1,3-Methyl-3-ethylheptane,,,,,0,0,0,4.368,,10,22,0,0,0,0,0,0,0,0
1730-37-6,1-Methylfluorene,,,,,1.59,1.06,0,7.443,,14,12,0,0,0,0,0,0,0,0
1731-79-9,Dimethyl dodecanedioate,,,,,0.12,1.28,0,8.355,,14,26,4,0,0,0,0,0,0,0
1731-81-3,Undecyl acetate,,,,,0.04,0.6,0,6.73,,13,26,2,0,0,0,0,0,0,0
1731-84-6,Methyl nonanoate,,,,,0.06,0.6,0,5.321,,10,20,2,0,0,0,0,0,0,0
1731-86-8,Methyl undecanoate,,,,,0.05,0.63,0,6.296,,12,24,2,0,0,0,0,0,0,0
1731-88-0,Methyl tridecanoate,,,,,0.04,0.64,0,7.271,,14,28,2,0,0,0,0,0,0,0
1731-92-6,Methyl heptadecanoate,,,,,0.01,0.6,0,9.177,,18,36,2,0,0,0,0,0,0,0
1731-94-8,Methyl nonadecanoate,,,,,0.01,0.6,0,10.238,,20,40,2,0,0,0,0,0,0,0
1732-08-7,Dimethyl pimelate,,,,,0.15,1.23,0,5.754,,9,16,4,0,0,0,0,0,0,0
1732-09-8,Dimethyl suberate,,,,,0.15,1.26,0,6.274,,10,18,4,0,0,0,0,0,0,0
1732-10-1,Dimethyl azelate,,,,,0.14,1.27,0,6.775,,11,20,4,0,0,0,0,0,0,0
17321-62-9,4-Methoxycarbonyloxyacetanilide,,,,,0.97,1.75,0.27,7.277,,,,,,,,,,,
17337-12-1,1.1.1-Trifluorohexane,,,,,-0.33,0.15,0,2.365,,6,11,0,0,0,3,0,0,0,0
17348-59-3,Isopropyl tert-butyl ether,,,,,-0.12,0.1,0,2.947,,7,16,1,0,0,0,0,0,0,0
17352-32-8,Nonadecanal,,,,,0.08,0.65,0,9.847,,19,38,1,0,0,0,0,0,0,0
17373-93-2,2-Methylbenzyl acetate,,,,,0.84,0.96,0,5.413,,10,12,2,0,0,0,0,0,0,0
1738-25-6,Dimethylaminoproprionitrile,,,,,0.28,0.9,0,3.503,,5,10,0,2,0,0,0,0,0,0
17411-19-7,Stobadine,,,,,1.43,1.36,0.14,8.156,,,,,,,,,,,
1741-83-9,Methylpentylsulfide,,,,,0.37,0.39,0,4.13,,6,14,0,0,1,0,0,0,0,0
1741-84-0,Propylisobutylsulfide,,,,,0.33,0.37,0,4.29,,7,16,0,0,1,0,0,0,0,0
1741-85-1,Butylisobutylsulfide,,,,,0.32,0.37,0,4.79,,8,18,0,0,1,0,0,0,0,0
17422-33-2,6-Chloroindole,,,,,1.33,1.29,0.46,5.915,,8,6,0,1,0,0,1,0,0,0
17455-13-9,18-Crown-6,,,,,0.4,1.47,0,8.228,,12,24,6,0,0,0,0,0,0,0
17455-23-1,Dicyclohexyl-18-crown-6,,,,,1.01,1.46,0,12.2,,,,,,,,,,,
1745-81-9,2-Allylphenol,,,,,0.92,0.9,0.43,5.318,,9,10,1,0,0,0,0,0,0,0
1746-01-6,2.3.7.8-Tetrachlorodibenzodioxin,,,,,2.05,1.69,0,9.755,,12,4,2,0,0,0,4,0,0,0
1746-23-2,4-tert-Butyl styrene,,,,,0.83,0.6,0,6.08,,12,16,0,0,0,0,0,0,0,0
1746-81-2,monolinuron,,,,,1.24,1.21,0.22,7.23,,9,11,2,2,0,0,1,0,0,0
17514-96-4,5-Ethylbenzo[b]thiophene,,,,,1.32,0.85,0,6.126,,10,10,0,0,1,0,0,0,0,0
17560-51-9,Metolazone,,,,,2.69,2.84,0.7,14.22,,16,16,3,3,1,0,1,0,0,0
1758-85-6,1.3-Diethyl-4-methylbenzene,,,,,0.7,0.54,0,5.442,,11,16,0,0,0,0,0,0,0,0
1758-88-9,1.4-Dimethyl-2-ethylbenzene,,,,,0.69,0.55,0,4.824,,10,14,0,0,0,0,0,0,0,0
1759-53-1,Cyclopropanecarboxylic acid,,,,,0.39,0.9,0.55,2.959,,4,6,2,0,0,0,0,0,0,0
1759-58-6,trans-1.3-Dimethylcyclopentane,,,,,0.16,0.1,0,3.075,,7,14,0,0,0,0,0,0,0,0
1761-61-1,2-Hydroxy-5-bromobenzaldehyde,,,,,1.23,1.65,0.06,6.138,,7,5,2,0,0,0,0,1,0,0
17618-77-8,cis-3-Methylhex-2-ene,,,,,0.14,0.1,0,3.138,,7,14,0,0,0,0,0,0,0,0
17627-41-7,Hexyl 3-methyl-2-butenoate,,,,,0.24,0.55,0,5.897,,11,20,2,0,0,0,0,0,0,0
17627-76-8,cis-Isosafrole,,,,,1.13,1.1,0,5.975,,10,10,2,0,0,0,0,0,0,0
1762-84-1,4-Bromo-p-terphenyl,,,,,2.31,1.69,0,11.07,,,,,,,,,,,
17679-93-5,Trans-trans-trans-hepta-1.3.5-triene,,,,,0.66,0.22,0,3.456,,7,10,0,0,0,0,0,0,0,0
17699-14-8,?-Cubebene,,,,,0.62,0.17,0,6.32,,15,24,0,0,0,0,0,0,0,0
17700-09-3,2.3.4-Trichloronitrobenzene,,,,,1.32,1.4,0,6.52,,6,2,2,1,0,0,3,0,0,0
1772-10-7,3-sec.-Butyltoluene,,,,,0.61,0.51,0,5.023,,11,16,0,0,0,0,0,0,0,0
1772-76-5,3-Nitro-trans-cinnamic acid,,,,,1.4,1.21,0.62,6.9,,,,,,,,,,,
17784-12-2,Sulfacytine,,,,,2.29,2,0.5,11.22,,,,,,,,,,,
17794-44-4,N-Methylbutanamide,,,,,0.31,1.3,0.4,4.102,,5,11,1,1,0,0,0,0,0,0
1779-48-2,Phenylphosphinic acid,,,,,1.04,1.25,0.86,5.543,,6,7,2,0,0,0,0,0,0,0
17849-38-6,2-Chlorobenzyl alcohol,,,,,0.91,1,0.4,5.029,,7,7,1,0,0,0,1,0,0,0
17902-23-7,Ftorafur,,,,,1.02,1.7,0.3,6.59,,,,,,,,,,,
1792-81-0,cis-Cyclohexane-1.2-diol,,,,,0.63,0.8,0.6,4.2,,6,12,2,0,0,0,0,0,0,0
17945-79-8,2-Pyridinebutanol,,,,,0.82,1.2,0.17,5.876,,,,,,,,,,,
179474-81-8,Prucalopride,,,,,2.02,1.9,0.42,13.2,,,,,,,,,,,
1798-09-0,3-Methoxyphenylacetic acid,,,,,0.88,1.29,0.59,6.1,,9,10,3,0,0,0,0,0,0,0
1798-11-4,p-Nitrophenoxyacetic acid,,,,,1.18,1.47,0.73,6.819,,,,,,,,,,,
180265-96-7,1-Ethyl-3-nitro-1.2.4-triazole,,,,,1.31,2.16,0,6.014,,,,,,,,,,,
18046-21-4,Fentiazac,,,,,2.36,2.06,0.67,12.36,,17,14,2,1,1,0,1,0,0,0
1804-93-9,Dipropyl hydrogen phosphate,,,,,0.13,0.89,0.96,5.27,,,,,,,,,,,
1806-26-4,4-Octylphenol,,,,,0.78,0.88,0.55,7.81,,14,22,1,0,0,0,0,0,0,0
18113-18-3,2.5-Dimethoxyphenol,,,,,0.86,1.44,2,5.72,,,,,,,,,,,
18113-81-0,3-Methyl-6-ethylpyridine,,,,,0.64,0.71,0,4.398,,8,11,0,1,0,0,0,0,0,0
1812-51-7,2-Ethylbiphenyl,,,,,1.33,0.83,0,6.403,,14,14,0,0,0,0,0,0,0,0
18144-43-9,Isopropyl 4-aminobenzoate,,,,,1,1.3,0.28,6.636,,10,13,2,1,0,0,0,0,0,0
18144-47-3,tert-Butyl 4-aminobenzoate,,,,,0.98,1.4,0.26,7.238,,,,,,,,,,,
181695-72-7,Valdecoxib,,,,,2.3,2.5,0.4,12.28,,16,14,3,2,1,0,0,0,0,0
